contrast,subset,metric,n_paired,delta_right_minus_left,lo95,hi95,seed,replicates,method
CODE explicit minus original / original_8k_shared_prefix_scorer / mistralai/Mistral-7B-Instruct-v0.3 / whitespace_union,nontrivial,accuracy,54,0.07407407407407407,0.043209876543209881,0.10288065843621398,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / original_8k_shared_prefix_scorer / mistralai/Mistral-7B-Instruct-v0.3 / whitespace_union,nontrivial,TCE,54,2.2037037037037037,0.90740740740740744,3.4814814814814814,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / original_8k_shared_prefix_scorer / mistralai/Mistral-7B-Instruct-v0.3 / whitespace_union,nontrivial,TRR,54,0.20370370370370369,0.1111111111111111,0.31481481481481483,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / original_8k_shared_prefix_scorer / mistralai/Mistral-7B-Instruct-v0.3 / whitespace_union,nontrivial,FSRR,54,0.1111111111111111,0.037037037037037035,0.20370370370370369,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / original_8k_shared_prefix_scorer / mistralai/Mistral-7B-Instruct-v0.3 / whitespace_union,partial,accuracy,23,0.096618357487922704,0.067632850241545889,0.13043478260869568,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / original_8k_shared_prefix_scorer / mistralai/Mistral-7B-Instruct-v0.3 / whitespace_union,partial,TCE,23,-1.7826086956521738,-3.3913043478260869,-0.13043478260869565,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / original_8k_shared_prefix_scorer / mistralai/Mistral-7B-Instruct-v0.3 / whitespace_union,partial,TRR,23,0.21739130434782608,0.086956521739130432,0.39130434782608697,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / original_8k_shared_prefix_scorer / mistralai/Mistral-7B-Instruct-v0.3 / whitespace_union,partial,FSRR,23,0.13043478260869565,0,0.30434782608695654,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / Qwen/Qwen2.5-14B-Instruct / bare,all,accuracy,80,0.020833333333333343,-0.031944444444444428,0.070833333333333345,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / Qwen/Qwen2.5-14B-Instruct / bare,all,TCE,80,-0.050000000000000003,-0.67500000000000004,0.58750000000000002,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / Qwen/Qwen2.5-14B-Instruct / bare,all,TRR,80,0.40000000000000002,0.28749999999999998,0.51249999999999996,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / Qwen/Qwen2.5-14B-Instruct / bare,all,FSRR,80,0.36249999999999999,0.25,0.47499999999999998,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / Qwen/Qwen2.5-14B-Instruct / bare,nontrivial,accuracy,54,0.090534979423868331,0.055555555555555573,0.1234567901234568,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / Qwen/Qwen2.5-14B-Instruct / bare,nontrivial,TCE,54,-0.83333333333333337,-1.3523148148148147,-0.27777777777777779,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / Qwen/Qwen2.5-14B-Instruct / bare,nontrivial,TRR,54,0.59259259259259256,0.44444444444444442,0.72222222222222221,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / Qwen/Qwen2.5-14B-Instruct / bare,nontrivial,FSRR,54,0.53703703703703709,0.3888888888888889,0.68518518518518523,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / Qwen/Qwen2.5-14B-Instruct / bare,partial,accuracy,23,0.082125603864734317,0.0048309178743961567,0.15458937198067635,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / Qwen/Qwen2.5-14B-Instruct / bare,partial,TCE,23,-1.1304347826086956,-2.2608695652173911,-0.086956521739130432,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / Qwen/Qwen2.5-14B-Instruct / bare,partial,TRR,23,0.34782608695652173,0.13043478260869565,0.56521739130434778,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / Qwen/Qwen2.5-14B-Instruct / bare,partial,FSRR,23,0.21739130434782608,-0.043478260869565216,0.43478260869565216,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / Qwen/Qwen2.5-14B-Instruct / whitespace_union,all,accuracy,80,0.019444444444444452,-0.03472222222222221,0.072222222222222229,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / Qwen/Qwen2.5-14B-Instruct / whitespace_union,all,TCE,80,-0.037499999999999999,-0.66249999999999998,0.59999999999999998,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / Qwen/Qwen2.5-14B-Instruct / whitespace_union,all,TRR,80,0.38750000000000001,0.27500000000000002,0.5,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / Qwen/Qwen2.5-14B-Instruct / whitespace_union,all,FSRR,80,0.34999999999999998,0.23749999999999999,0.46250000000000002,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / Qwen/Qwen2.5-14B-Instruct / whitespace_union,nontrivial,accuracy,54,0.088477366255144047,0.047325102880658457,0.12551440329218105,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / Qwen/Qwen2.5-14B-Instruct / whitespace_union,nontrivial,TCE,54,-0.81481481481481477,-1.3518518518518519,-0.25925925925925924,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / Qwen/Qwen2.5-14B-Instruct / whitespace_union,nontrivial,TRR,54,0.57407407407407407,0.42592592592592593,0.70370370370370372,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / Qwen/Qwen2.5-14B-Instruct / whitespace_union,nontrivial,FSRR,54,0.51851851851851849,0.37037037037037035,0.66666666666666663,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / Qwen/Qwen2.5-14B-Instruct / whitespace_union,partial,accuracy,23,0.077294685990338161,-0.0096618357487922683,0.15458937198067635,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / Qwen/Qwen2.5-14B-Instruct / whitespace_union,partial,TCE,23,-1.0869565217391304,-2.2173913043478262,-0.043478260869565216,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / Qwen/Qwen2.5-14B-Instruct / whitespace_union,partial,TRR,23,0.34782608695652173,0.13043478260869565,0.56521739130434778,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / Qwen/Qwen2.5-14B-Instruct / whitespace_union,partial,FSRR,23,0.21739130434782608,-0.043478260869565216,0.43478260869565216,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / Qwen/Qwen3-30B-A3B-Thinking-2507 / bare,all,accuracy,78,0.0014245014245014237,-0.015669515669515674,0.018518518518518514,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / Qwen/Qwen3-30B-A3B-Thinking-2507 / bare,all,TCE,78,-0.10256410256410256,-0.34615384615384615,0.12820512820512819,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / Qwen/Qwen3-30B-A3B-Thinking-2507 / bare,all,TRR,78,0.01282051282051282,0,0.038461538461538464,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / Qwen/Qwen3-30B-A3B-Thinking-2507 / bare,all,FSRR,78,0,-0.038461538461538464,0.038461538461538464,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / Qwen/Qwen3-30B-A3B-Thinking-2507 / bare,nontrivial,accuracy,53,0.0083857442348008338,-0.008385744234800846,0.02935010482180293,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / Qwen/Qwen3-30B-A3B-Thinking-2507 / bare,nontrivial,TCE,53,-0.16981132075471697,-0.50943396226415094,0.15094339622641509,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / Qwen/Qwen3-30B-A3B-Thinking-2507 / bare,nontrivial,TRR,53,0.018867924528301886,0,0.056603773584905662,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / Qwen/Qwen3-30B-A3B-Thinking-2507 / bare,nontrivial,FSRR,53,0,-0.056603773584905662,0.056603773584905662,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / Qwen/Qwen3-30B-A3B-Thinking-2507 / bare,partial,accuracy,23,0.0096618357487922701,0,0.028985507246376808,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / Qwen/Qwen3-30B-A3B-Thinking-2507 / bare,partial,TCE,23,0.13043478260869565,-0.17391304347826086,0.65217391304347827,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / Qwen/Qwen3-30B-A3B-Thinking-2507 / bare,partial,TRR,23,0.043478260869565216,0,0.13043478260869565,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / Qwen/Qwen3-30B-A3B-Thinking-2507 / bare,partial,FSRR,23,0,-0.13043478260869565,0.13043478260869565,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / Qwen/Qwen3-30B-A3B-Thinking-2507 / whitespace_union,all,accuracy,78,0.0014245014245014237,-0.015669515669515674,0.018518518518518514,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / Qwen/Qwen3-30B-A3B-Thinking-2507 / whitespace_union,all,TCE,78,-0.10256410256410256,-0.34615384615384615,0.12820512820512819,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / Qwen/Qwen3-30B-A3B-Thinking-2507 / whitespace_union,all,TRR,78,0.01282051282051282,0,0.038461538461538464,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / Qwen/Qwen3-30B-A3B-Thinking-2507 / whitespace_union,all,FSRR,78,0,-0.038461538461538464,0.038461538461538464,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / Qwen/Qwen3-30B-A3B-Thinking-2507 / whitespace_union,nontrivial,accuracy,53,0.0083857442348008338,-0.008385744234800846,0.02935010482180293,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / Qwen/Qwen3-30B-A3B-Thinking-2507 / whitespace_union,nontrivial,TCE,53,-0.16981132075471697,-0.50943396226415094,0.15094339622641509,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / Qwen/Qwen3-30B-A3B-Thinking-2507 / whitespace_union,nontrivial,TRR,53,0.018867924528301886,0,0.056603773584905662,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / Qwen/Qwen3-30B-A3B-Thinking-2507 / whitespace_union,nontrivial,FSRR,53,0,-0.056603773584905662,0.056603773584905662,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / Qwen/Qwen3-30B-A3B-Thinking-2507 / whitespace_union,partial,accuracy,23,0.0096618357487922701,0,0.028985507246376808,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / Qwen/Qwen3-30B-A3B-Thinking-2507 / whitespace_union,partial,TCE,23,0.13043478260869565,-0.17391304347826086,0.65217391304347827,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / Qwen/Qwen3-30B-A3B-Thinking-2507 / whitespace_union,partial,TRR,23,0.043478260869565216,0,0.13043478260869565,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / Qwen/Qwen3-30B-A3B-Thinking-2507 / whitespace_union,partial,FSRR,23,0,-0.13043478260869565,0.13043478260869565,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / google/gemma-2-9b-it / bare,all,accuracy,80,0.029166666666666664,-0.0069444444444444449,0.0625,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / google/gemma-2-9b-it / bare,all,TCE,80,-0.57499999999999996,-1.325,0.1875,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / google/gemma-2-9b-it / bare,all,TRR,80,0.40000000000000002,0.28749999999999998,0.52500000000000002,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / google/gemma-2-9b-it / bare,all,FSRR,80,0.1875,0.10000000000000001,0.28749999999999998,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / google/gemma-2-9b-it / bare,nontrivial,accuracy,54,0.055555555555555566,0.008179012345679023,0.10082304526748971,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / google/gemma-2-9b-it / bare,nontrivial,TCE,54,-1.5,-2.4074074074074074,-0.59259259259259256,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / google/gemma-2-9b-it / bare,nontrivial,TRR,54,0.59259259259259256,0.44444444444444442,0.7407407407407407,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / google/gemma-2-9b-it / bare,nontrivial,FSRR,54,0.27777777777777779,0.14814814814814814,0.40740740740740738,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / google/gemma-2-9b-it / bare,partial,accuracy,23,-0.014492753623188408,-0.096618357487922704,0.048309178743961352,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / google/gemma-2-9b-it / bare,partial,TCE,23,-0.2608695652173913,-1.3043478260869565,0.73913043478260865,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / google/gemma-2-9b-it / bare,partial,TRR,23,0.17391304347826086,-0.043478260869565216,0.39130434782608697,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / google/gemma-2-9b-it / bare,partial,FSRR,23,0.086956521739130432,-0.086956521739130432,0.2608695652173913,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / google/gemma-2-9b-it / whitespace_union,all,accuracy,80,0.030555555555555548,-0.0055555555555555566,0.063888888888888884,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / google/gemma-2-9b-it / whitespace_union,all,TCE,80,-0.57499999999999996,-1.325,0.1875,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / google/gemma-2-9b-it / whitespace_union,all,TRR,80,0.41249999999999998,0.29999999999999999,0.53749999999999998,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / google/gemma-2-9b-it / whitespace_union,all,FSRR,80,0.20000000000000001,0.1125,0.29999999999999999,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / google/gemma-2-9b-it / whitespace_union,nontrivial,accuracy,54,0.055555555555555566,0.008179012345679023,0.10082304526748971,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / google/gemma-2-9b-it / whitespace_union,nontrivial,TCE,54,-1.5,-2.4074074074074074,-0.59259259259259256,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / google/gemma-2-9b-it / whitespace_union,nontrivial,TRR,54,0.61111111111111116,0.46296296296296297,0.7592592592592593,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / google/gemma-2-9b-it / whitespace_union,nontrivial,FSRR,54,0.29629629629629628,0.16666666666666666,0.42592592592592593,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / google/gemma-2-9b-it / whitespace_union,partial,accuracy,23,-0.014492753623188408,-0.096618357487922704,0.048309178743961352,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / google/gemma-2-9b-it / whitespace_union,partial,TCE,23,-0.2608695652173913,-1.3043478260869565,0.73913043478260865,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / google/gemma-2-9b-it / whitespace_union,partial,TRR,23,0.21739130434782608,0,0.47826086956521741,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / google/gemma-2-9b-it / whitespace_union,partial,FSRR,23,0.13043478260869565,-0.043478260869565216,0.30434782608695654,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / meta-llama/Llama-3.1-8B-Instruct / bare,all,accuracy,80,-0.024999999999999988,-0.11944444444444442,0.073611111111111113,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / meta-llama/Llama-3.1-8B-Instruct / bare,all,TCE,80,-0.5625,-1.7124999999999999,0.5625,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / meta-llama/Llama-3.1-8B-Instruct / bare,all,TRR,80,0.51249999999999996,0.40000000000000002,0.625,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / meta-llama/Llama-3.1-8B-Instruct / bare,all,FSRR,80,0.45000000000000001,0.33750000000000002,0.5625,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / meta-llama/Llama-3.1-8B-Instruct / bare,nontrivial,accuracy,54,-0.045267489711934145,-0.16049382716049382,0.067901234567901245,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / meta-llama/Llama-3.1-8B-Instruct / bare,nontrivial,TCE,54,0.90740740740740744,-0.24074074074074073,2.0555555555555554,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / meta-llama/Llama-3.1-8B-Instruct / bare,nontrivial,TRR,54,0.7592592592592593,0.64814814814814814,0.87037037037037035,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / meta-llama/Llama-3.1-8B-Instruct / bare,nontrivial,FSRR,54,0.66666666666666663,0.53703703703703709,0.79629629629629628,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / meta-llama/Llama-3.1-8B-Instruct / bare,partial,accuracy,23,0.24637681159420291,0.14492753623188406,0.35265700483091783,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / meta-llama/Llama-3.1-8B-Instruct / bare,partial,TCE,23,-2.6086956521739131,-3.7391304347826089,-1.4347826086956521,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / meta-llama/Llama-3.1-8B-Instruct / bare,partial,TRR,23,0.43478260869565216,0.2608695652173913,0.65217391304347827,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / meta-llama/Llama-3.1-8B-Instruct / bare,partial,FSRR,23,0.2608695652173913,0.086956521739130432,0.43478260869565216,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / meta-llama/Llama-3.1-8B-Instruct / whitespace_union,all,accuracy,80,-0.011111111111111096,-0.10972222222222221,0.091666666666666674,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / meta-llama/Llama-3.1-8B-Instruct / whitespace_union,all,TCE,80,-0.90000000000000002,-1.9624999999999999,0.11281249999999546,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / meta-llama/Llama-3.1-8B-Instruct / whitespace_union,all,TRR,80,0.53749999999999998,0.42499999999999999,0.65000000000000002,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / meta-llama/Llama-3.1-8B-Instruct / whitespace_union,all,FSRR,80,0.46250000000000002,0.34999999999999998,0.57499999999999996,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / meta-llama/Llama-3.1-8B-Instruct / whitespace_union,nontrivial,accuracy,54,-0.0061728395061728236,-0.12139917695473247,0.10493827160493829,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / meta-llama/Llama-3.1-8B-Instruct / whitespace_union,nontrivial,TCE,54,0.53703703703703709,-0.51851851851851849,1.6296296296296295,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / meta-llama/Llama-3.1-8B-Instruct / whitespace_union,nontrivial,TRR,54,0.79629629629629628,0.68518518518518523,0.88935185185184507,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / meta-llama/Llama-3.1-8B-Instruct / whitespace_union,nontrivial,FSRR,54,0.68518518518518523,0.55555555555555558,0.79629629629629628,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / meta-llama/Llama-3.1-8B-Instruct / whitespace_union,partial,accuracy,23,0.2560386473429952,0.16425120772946861,0.34782608695652184,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / meta-llama/Llama-3.1-8B-Instruct / whitespace_union,partial,TCE,23,-2.5652173913043477,-3.6956521739130435,-1.4347826086956521,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / meta-llama/Llama-3.1-8B-Instruct / whitespace_union,partial,TRR,23,0.52173913043478259,0.30434782608695654,0.73913043478260865,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / meta-llama/Llama-3.1-8B-Instruct / whitespace_union,partial,FSRR,23,0.30434782608695654,0.13043478260869565,0.52173913043478259,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / mistralai/Mistral-7B-Instruct-v0.3 / bare,all,accuracy,80,0.08611111111111111,0.045833333333333337,0.125,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / mistralai/Mistral-7B-Instruct-v0.3 / bare,all,TCE,80,-0.72499999999999998,-2.1749999999999998,0.75,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / mistralai/Mistral-7B-Instruct-v0.3 / bare,all,TRR,80,0.13750000000000001,0.074999999999999997,0.21249999999999999,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / mistralai/Mistral-7B-Instruct-v0.3 / bare,all,FSRR,80,0.074999999999999997,0.025000000000000001,0.13750000000000001,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / mistralai/Mistral-7B-Instruct-v0.3 / bare,nontrivial,accuracy,54,0.072016460905349799,0.01646090534979423,0.12962962962962962,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / mistralai/Mistral-7B-Instruct-v0.3 / bare,nontrivial,TCE,54,2.6666666666666665,1.2407407407407407,4,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / mistralai/Mistral-7B-Instruct-v0.3 / bare,nontrivial,TRR,54,0.20370370370370369,0.1111111111111111,0.31481481481481483,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / mistralai/Mistral-7B-Instruct-v0.3 / bare,nontrivial,FSRR,54,0.1111111111111111,0.037037037037037035,0.20370370370370369,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / mistralai/Mistral-7B-Instruct-v0.3 / bare,partial,accuracy,23,0.19323671497584538,0.12560386473429949,0.27053140096618344,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / mistralai/Mistral-7B-Instruct-v0.3 / bare,partial,TCE,23,-1.9130434782608696,-3.7391304347826089,-0.043478260869565216,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / mistralai/Mistral-7B-Instruct-v0.3 / bare,partial,TRR,23,0.21739130434782608,0.086956521739130432,0.39130434782608697,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / mistralai/Mistral-7B-Instruct-v0.3 / bare,partial,FSRR,23,0.13043478260869565,0,0.30434782608695654,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / mistralai/Mistral-7B-Instruct-v0.3 / whitespace_union,all,accuracy,80,0.059722222222222218,0.023611111111111117,0.088888888888888906,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / mistralai/Mistral-7B-Instruct-v0.3 / whitespace_union,all,TCE,80,0.20000000000000001,-1.0253124999999998,1.4125000000000001,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / mistralai/Mistral-7B-Instruct-v0.3 / whitespace_union,all,TRR,80,0.13750000000000001,0.074999999999999997,0.21249999999999999,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / mistralai/Mistral-7B-Instruct-v0.3 / whitespace_union,all,FSRR,80,0.074999999999999997,0.025000000000000001,0.13750000000000001,20260911,5000,post-hoc paired task-cluster percentile
CODE explicit minus original / two_stage_32k_shared_prefix_scorer / mistralai/Mistral-7B-Instruct-v0.3 / whitespace_union,nontrivial,accuracy,54,0.07407407407407407,0.043209876543209881,0.10288065843621398,20260911,5000,post-hoc paired task-cluster percentile
